target_name,feature,importance,importance_share
high_surveillance_risk,timely_lab_result_rate,0.20589695870876312,0.20589695851700665
high_surveillance_risk,afp_surveillance_quality_score,0.12470290809869766,0.12470290798255904
high_surveillance_risk,median_investigation_delay_days,0.12071581929922104,0.12071581918679568
high_surveillance_risk,median_lab_result_delay_days,0.11600828170776367,0.11600828159972254
high_surveillance_risk,median_lab_receipt_delay_days,0.06315965205430984,0.06315965199548784
high_surveillance_risk,median_onset_to_investigation_delay_days,0.05910562351346016,0.05910562345841376
high_surveillance_risk,month,0.050270818173885345,0.050270818127067
high_surveillance_risk,year,0.04600095376372337,0.04600095372088165
high_surveillance_risk,polio_surveillance_risk_score,0.045335590839385986,0.04533559079716393
high_surveillance_risk,zero_dose_afp_share,0.030765846371650696,0.03076584634299777
high_surveillance_risk,timely_investigation_count,0.02849544957280159,0.028495449546263135
high_surveillance_risk,pol3_coverage_real_national,0.02634725533425808,0.026347255309720288
high_surveillance_risk,median_notification_delay_days,0.025134461000561714,0.025134460977153425
high_surveillance_risk,median_onset_to_second_stool_days,0.022856270894408226,0.022856270873121667
high_surveillance_risk,zero_dose_afp_cases,0.014532825909554958,0.01453282589602021
high_surveillance_risk,lab_negative_count,0.011308968998491764,0.011308968987959467
high_surveillance_risk,afp_cases,0.009362316690385342,0.009362316681666006
high_surveillance_risk,explicit_polio_positive_lab_result_count,0.0,0.0
high_surveillance_risk,suspected_poliovirus_lab_result_count,0.0,0.0
high_surveillance_risk,npent_count,0.0,0.0
high_surveillance_risk,np_afp_count,0.0,0.0
high_surveillance_risk,timely_lab_result_count,0.0,0.0
high_surveillance_risk,fup_done_count,0.0,0.0
high_surveillance_risk,stool_collected_within_14_days_count,0.0,0.0
high_surveillance_risk,timely_notification_count,0.0,0.0
high_surveillance_risk,under15_afp_cases,0.0,0.0
high_surveillance_risk,under_vaccinated_afp_cases,0.0,0.0
high_surveillance_risk,adequate_stool_count,0.0,0.0
high_surveillance_risk,unknown_vx_afp_cases,0.0,0.0
high_surveillance_risk,final_classification_7_count,0.0,0.0
high_surveillance_risk,final_classification_3_count,0.0,0.0
high_surveillance_risk,final_classification_2_count,0.0,0.0
high_surveillance_risk,final_classification_missing_count,0.0,0.0
high_surveillance_risk,adequate_stool_rate,0.0,0.0
high_surveillance_risk,under_vaccinated_afp_share,0.0,0.0
high_surveillance_risk,under15_afp_share,0.0,0.0
high_surveillance_risk,final_classification_8_count,0.0,0.0
high_surveillance_risk,timely_investigation_rate,0.0,0.0
high_surveillance_risk,fup_done_rate,0.0,0.0
high_surveillance_risk,timely_notification_rate,0.0,0.0
high_surveillance_risk,stool_collected_within_14_days_rate,0.0,0.0
high_surveillance_risk,suspected_poliovirus_lab_result_share,0.0,0.0
high_surveillance_risk,np_afp_share,0.0,0.0
high_surveillance_risk,ipv1_coverage_real_national,0.0,0.0
high_surveillance_risk,ipv2_coverage_real_national,0.0,0.0
high_surveillance_risk,pol3_coverage_real_national_available_flag,0.0,0.0
high_surveillance_risk,ipv1_coverage_real_national_available_flag,0.0,0.0
high_surveillance_risk,ipv2_coverage_real_national_available_flag,0.0,0.0
high_surveillance_risk,polio_vaccine_covariates_available_flag,0.0,0.0
poor_stool_adequacy,timely_notification_rate,0.06685537099838257,0.06685537361735865
poor_stool_adequacy,timely_lab_result_count,0.05423254892230034,0.05423255104679305
poor_stool_adequacy,adequate_stool_rate,0.04304181784391403,0.043041819530023756
poor_stool_adequacy,under_vaccinated_afp_cases,0.04106376692652702,0.041063768535149064
poor_stool_adequacy,fup_done_rate,0.037386175245046616,0.03738617670960357
poor_stool_adequacy,stool_collected_within_14_days_rate,0.03728881850838661,0.03728881996912974
poor_stool_adequacy,pol3_coverage_real_national,0.03685566782951355,0.03685566927328854
poor_stool_adequacy,afp_surveillance_quality_score,0.03671393170952797,0.03671393314775062
poor_stool_adequacy,month,0.03554243594408035,0.03554243733641111
poor_stool_adequacy,median_onset_to_second_stool_days,0.03530459851026535,0.03530459989327912
poor_stool_adequacy,year,0.03512348607182503,0.03512348744774395
poor_stool_adequacy,polio_surveillance_risk_score,0.03467443212866783,0.03467443348699562
poor_stool_adequacy,adequate_stool_count,0.03458978980779648,0.03458979116280851
poor_stool_adequacy,median_investigation_delay_days,0.03435123339295387,0.034351234738620756
poor_stool_adequacy,median_lab_receipt_delay_days,0.033666010946035385,0.033666012264859525
poor_stool_adequacy,timely_notification_count,0.033439550548791885,0.033439551858744726
poor_stool_adequacy,lab_negative_count,0.031161760911345482,0.03116176213206874
poor_stool_adequacy,median_notification_delay_days,0.03085341490805149,0.03085341611669568
poor_stool_adequacy,suspected_poliovirus_lab_result_share,0.030259955674409866,0.030259956859806026
poor_stool_adequacy,timely_investigation_count,0.030165592208504677,0.030165593390204266
poor_stool_adequacy,timely_investigation_rate,0.027955202385783195,0.02795520348089351
poor_stool_adequacy,median_lab_result_delay_days,0.02750447392463684,0.02750447500209043
poor_stool_adequacy,median_onset_to_investigation_delay_days,0.025326205417513847,0.02532620640963647
poor_stool_adequacy,suspected_poliovirus_lab_result_count,0.02531130239367485,0.025311303385213667
poor_stool_adequacy,stool_collected_within_14_days_count,0.024312155321240425,0.024312156273638898
poor_stool_adequacy,fup_done_count,0.023361191153526306,0.02336119206867194
poor_stool_adequacy,npent_count,0.02209845371544361,0.022098454581123073
poor_stool_adequacy,under_vaccinated_afp_share,0.021000061184167862,0.021000062006819163
poor_stool_adequacy,zero_dose_afp_share,0.015580683015286922,0.015580683625640818
poor_stool_adequacy,np_afp_count,0.012415025383234024,0.012415025869577215
poor_stool_adequacy,under15_afp_cases,0.011310399509966373,0.011310399953037219
poor_stool_adequacy,final_classification_3_count,0.010963376611471176,0.010963377040947832
poor_stool_adequacy,np_afp_share,0.0002910717739723623,0.0002910717853747373
poor_stool_adequacy,explicit_polio_positive_lab_result_count,0.0,0.0
poor_stool_adequacy,zero_dose_afp_cases,0.0,0.0
poor_stool_adequacy,unknown_vx_afp_cases,0.0,0.0
poor_stool_adequacy,afp_cases,0.0,0.0
poor_stool_adequacy,final_classification_2_count,0.0,0.0
poor_stool_adequacy,final_classification_8_count,0.0,0.0
poor_stool_adequacy,final_classification_missing_count,0.0,0.0
poor_stool_adequacy,final_classification_7_count,0.0,0.0
poor_stool_adequacy,under15_afp_share,0.0,0.0
poor_stool_adequacy,timely_lab_result_rate,0.0,0.0
poor_stool_adequacy,ipv1_coverage_real_national,0.0,0.0
poor_stool_adequacy,ipv2_coverage_real_national,0.0,0.0
poor_stool_adequacy,pol3_coverage_real_national_available_flag,0.0,0.0
poor_stool_adequacy,ipv1_coverage_real_national_available_flag,0.0,0.0
poor_stool_adequacy,ipv2_coverage_real_national_available_flag,0.0,0.0
poor_stool_adequacy,polio_vaccine_covariates_available_flag,0.0,0.0
delayed_reporting,final_classification_missing_count,0.044509127736091614,0.04450912906256703
delayed_reporting,timely_lab_result_rate,0.04207993671298027,0.042079937967060145
delayed_reporting,afp_cases,0.04055207222700119,0.040552073435547155
delayed_reporting,median_lab_result_delay_days,0.03935956209897995,0.03935956327198634
delayed_reporting,timely_investigation_rate,0.037424102425575256,0.03742410354090046
delayed_reporting,timely_lab_result_count,0.03707830235362053,0.037078303458640084
delayed_reporting,year,0.036592818796634674,0.03659281988718569
delayed_reporting,timely_investigation_count,0.03517447039484978,0.03517447144313072
delayed_reporting,timely_notification_rate,0.03479015827178955,0.03479015930861709
delayed_reporting,np_afp_share,0.03377813473343849,0.03377813574010538
delayed_reporting,polio_surveillance_risk_score,0.03335320204496384,0.033353203038966744
delayed_reporting,adequate_stool_count,0.031879059970378876,0.031879060920448926
delayed_reporting,month,0.031803105026483536,0.03180310597428995
delayed_reporting,under_vaccinated_afp_cases,0.030596116557717323,0.03059611746955268
delayed_reporting,under_vaccinated_afp_share,0.030510256066918373,0.03051025697619489
delayed_reporting,zero_dose_afp_share,0.029703838750720024,0.02970383963596343
delayed_reporting,fup_done_rate,0.02884540893137455,0.02884540979103475
delayed_reporting,median_lab_receipt_delay_days,0.028656354174017906,0.028656355028043836
delayed_reporting,lab_negative_count,0.02790190652012825,0.027901907351669888
delayed_reporting,median_onset_to_investigation_delay_days,0.027544675394892693,0.027544676215788013
delayed_reporting,median_investigation_delay_days,0.02725186198949814,0.02725186280166694
delayed_reporting,afp_surveillance_quality_score,0.027008039876818657,0.027008040681720993
delayed_reporting,timely_notification_count,0.02687177248299122,0.02687177328383247
delayed_reporting,median_notification_delay_days,0.026763539761304855,0.02676354055892052
delayed_reporting,median_onset_to_second_stool_days,0.025572519749403,0.025572520511523502
delayed_reporting,zero_dose_afp_cases,0.025476347655057907,0.025476348414312257
delayed_reporting,pol3_coverage_real_national,0.025365374982357025,0.02536537573830413
delayed_reporting,adequate_stool_rate,0.025216534733772278,0.025216535485283596
delayed_reporting,np_afp_count,0.024400316178798676,0.024400316905984785
delayed_reporting,stool_collected_within_14_days_rate,0.023190580308437347,0.02319058099957052
delayed_reporting,suspected_poliovirus_lab_result_count,0.019396990537643433,0.019396991115718815
delayed_reporting,under15_afp_share,0.01742837205529213,0.017428372574698106
delayed_reporting,npent_count,0.015934931114315987,0.015934931589213955
delayed_reporting,stool_collected_within_14_days_count,0.00799017958343029,0.007990179821556205
delayed_reporting,fup_done_count,0.0,0.0
delayed_reporting,unknown_vx_afp_cases,0.0,0.0
delayed_reporting,under15_afp_cases,0.0,0.0
delayed_reporting,explicit_polio_positive_lab_result_count,0.0,0.0
delayed_reporting,final_classification_2_count,0.0,0.0
delayed_reporting,final_classification_3_count,0.0,0.0
delayed_reporting,final_classification_7_count,0.0,0.0
delayed_reporting,final_classification_8_count,0.0,0.0
delayed_reporting,suspected_poliovirus_lab_result_share,0.0,0.0
delayed_reporting,ipv1_coverage_real_national,0.0,0.0
delayed_reporting,ipv2_coverage_real_national,0.0,0.0
delayed_reporting,pol3_coverage_real_national_available_flag,0.0,0.0
delayed_reporting,ipv1_coverage_real_national_available_flag,0.0,0.0
delayed_reporting,ipv2_coverage_real_national_available_flag,0.0,0.0
